260,"Experience:

2013-2019 - Entrepreneur, Sales of Medical Equipment and Related Goods (ФОП Петрова С.С /МЕДТЕХНІКА)
- Managed and supported daily retail operations.
- Responsible for employee selection.
- Negotiated and concluded contracts with suppliers.
- Addressed transport and logistics issues including receipt, relocation, revaluation, and returns.
- Managed accounting for payments to suppliers, contractors, buyers, and customers.

2019-2021 - COO, Artichoke Art & Fashion School
- Led sales of short-term educational courses in art direction.
- Selected and managed a team of employees.
- Organized teamwork for a team of six members.
- Developed and distributed tasks within the team.
- Managed projects including the creation of monthly work plans across various disciplines, from course programs to marketing activities and enrollment statistics.
- Directed 'weekend' projects such as master classes and public talks.
- Maintained student accounting and database records.

Summary of Achievements:
- Planned, directed, and managed projects to meet objectives.
- Coordinated the successful simultaneous development of multiple projects.
- Delegated responsibilities and developed time schedules.
- Negotiated contracts ensuring quality standards were met."
261,"[Your Name]
[Your Address]
[City, State, ZIP]
[Email Address]
[Phone Number]

**Objective**
Aspiring Project Manager with a proven track record as a Team Leader. Adept in organizing team operations, setting goals, and overseeing projects from inception to completion. Eager to leverage project management skills and team leadership experience to drive successful project outcomes.

**Professional Experience**

**Team Leader**
[Company Name]  
[City, State]  
[Month, Year] – Present

- Created an inspiring team environment with open communication culture.
- Set clear team goals and delegated tasks effectively.
- Oversaw day-to-day operations and connected work to broader context.
- Monitored team performance and reported progress to stakeholders.
- Represented team interests and advocated for necessary resources.
- Managed project progress, allocated resources, and led team motivation efforts.
- Provided coaching to enhance team skills and addressed feedback to resolve issues.
- Organized team-building activities to foster collaboration and engagement.

**Educational Background**

**Google Project Management Certificate**  
Coursera  
- ""Project Initiation: Starting a Successful Project"" (Nov 2022 – Dec 2022)  
  Grade: 87.76%
- ""Foundations of Project Management"" (Jun 2022 – Nov 2022)  
  Grade: 89.03%
- ""Project Planning: Putting It All Together"" (Ongoing)

**Language Proficiency**
- English: Advanced
- Ukrainian, Russian: First Language

**Technical Skills**
- Project Management Methodologies: Waterfall, Agile, Scrum, Kanban, Lean, Six Sigma
- Project Planning: Defines measurable project goals, outcomes, and scope.
- Project Success Measurement: Launching, landing, and evaluating projects.
- Stakeholder Evaluation: Power grid, RACI chart.
- Tools and Techniques: Cost Benefit Analysis, SMART, OKRs, Triple Constraint analysis.

**Core Competencies**
- Flexibility, Time Management, Strategic Planning
- Multitasking, Task Prioritization
- Fast Learning, Proactivity, Escalation

**Achievements**
- Successfully transitioned from Manager to Team Leader within three weeks.
- Led team to achieve goals within the first month through diligence and effective leadership. 

**References**
Available upon request."
262,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Experienced Account Manager with over 15 years in building, maintaining, and leading successful creative, production, and digital marketing campaigns and projects. Possesses a motivated attitude with a strong ability to forge productive relationships within a company. Skilled in overseeing project operations and monitoring cross-departmental projects. Proficient in leading teams and evaluating project outcomes to ensure timely completion and success.  

**Professional Experience**  

**Account Manager**  
- Expert in developing and managing successful marketing campaigns and projects.
- Proven track record in establishing strong work relationships across company channels.
- Experienced in overseeing operations to ensure projects are completed on schedule.
- Led and motivated teams to achieve project goals efficiently and effectively.  

**Education & Training**  

**""DAO PM"" IAMPM Laboratory of Non-Technical IT Education**  
- Acquired practical skills in project documentation, contract management, and effective communication with both customers and team members.
- Managed risks, resources, and timelines efficiently while conducting professional business correspondence.
- Developed skills in managing customer expectations, creating work breakdown structures (WBS), and delegating tasks.
- Presented solutions, demo versions, and prototypes to customers, enhancing client satisfaction and project success.  

---

**Skills**  
- Project documentation and contract management  
- Communication and team collaboration  
- Risk, resource, and time management  
- Business correspondence  
- Customer satisfaction and expectation management  
- Task prioritization and delegation  

---

**References**  
Available upon request.  "
263,"**[Your Name]**  
[Your Address]  
[City, State, Zip]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile URL]  

---

**Professional Summary**  
Versatile Account, Sales, and Project Manager with extensive experience in implementing operational assessments and conducting functional requirements analysis across diverse industries. Proven negotiator and networker with a proactive mindset and strong analytical skills. Known for exceptional organization and a methodical approach in managing daily targets across high-performance teams. Comprehensive expertise in commercial, production, sales, planning, and deployment within non-IT spheres.

**Core Competencies**  
- B2B Sales: Expertise in commercial offers, negotiating, drafting contracts/agreements, and managing billing processes.
- Human Resources: Experience in recruiting and onboarding employees to departments.
- Account Management: Skilled in maintaining and nurturing client relationships.
- Operations: Proficient in management and accounting, SWAP analysis, cost reduction strategies, and compliance monitoring.
- Software Proficiency: MS Office, MS Project, with foundational Jira experience.
- Social Media Marketing (SMM): Knowledgeable in Google Adwords and Facebook Ads.
- Language Skills: Advanced proficiency in English.
- Availability: Capable of working on Eastern Standard Time and Ukrainian Time.
- Business Acumen: Full grasp of business processes, customer expectations, and team capabilities. Available for client support 24/7.
- Continuous Learning: Engaged in IT business process development and pursuing Software Product Management courses at the University of Altera, Canada.

**Professional Experience**  
Demonstrated history of collaboration with large, international product companies such as Rosneft (Russia), Gazprom (Russia), Arkema (France), Huntsman Corporation (USA), GSFC (India), and Repsol (Spain). Significant involvement in driving business growth from start-up phases through to sustainable operations.

**Education**  
- Master's Degree in Economics  
- Bachelor's Degree in International Law  
- Currently undertaking Master's degree courses in International Law  
- PHD courses in Economics  

**Additional Development**  
- Actively pursuing online education in Software Product Management at University of Altera, Canada.

**Personal Traits**  
- Quick learner with strong communication abilities.  
- Highly communicative and approachable.

--- 

**Note:** Please ensure to customize the placeholder text such as “[Your Name]”, “[Your Address]”, “[City, State, Zip]”, “[Your Phone Number]”, “[Your Email Address]”, and “[LinkedIn Profile URL]” with your actual details."
264,"Professional Summary:
Dynamic and passionate Project Manager experienced in launching and managing projects across various industries, including fashion, IT, and Game Development. Proven track record in entrepreneurship with a successfully funded Kickstarter campaign, achieving annual income growth and substantial community backing. Proficient in multiple project management methodologies and tools, with a strong focus on achieving results through team leadership and effective communication.

Experience:
Founder and Project Manager
- Launched and managed a clothing brand, achieving $25,000 in annual income within the first two years.
- Led two successful Kickstarter campaigns, securing $124,000 and $431,000 in community funding.
- Directed artistic and branding efforts, enhancing brand identity and market reach.
- Implemented project management tools and methodologies such as Scrum, Agile, Waterfall, and KanBan.
- Engaged in B2B and B2C communication to effectively promote and grow the brand.

Skills:
- Project Management: Expertise in scope, scheduling, and using tools such as Asana, Trello, and Jira.
- Art and Brand Direction: Skilled in AI, AE, PS, 3D Coat, ZBrush, and Ableton.
- Team Leadership: Proven ability to lead and motivate teams of artists and managers.
- Problem Solving: Strong aptitude for identifying and solving complex issues.
- Communication: Effective in both internal team environments and external client relations.

Interests:
- Game Development, Production, IT, and Fashion sectors.
- Passionate about continuous learning and skill enhancement.
- Eager to contribute to a team with a solid working structure or assist in establishing efficient processes.

Objective:
To collaborate with a dedicated team in a company where responsibilities are clearly distributed, contributing my expertise to achieve project success. Committed to supporting fellow artists and designers through hands-on problem solving and process implementation. Looking forward to expanding knowledge and skills in a dynamic work environment."
265,"**[Your Name]**  
[Your Address]  
[City, State, ZIP]  
[Your Phone Number]  
[Your Email Address]  
[LinkedIn Profile]  

---

**Professional Summary**  
Experienced and adaptable IT Project Manager with a strong background in publishing and film industries. Skilled in Agile practices, web and mobile development life cycles, and project planning. Recognized for effective recruitment in the IT sector and notable flexibility in high-pressure environments. Fluent in English with excellent communication skills. Seeking to leverage expertise in delivering powerful project executions while developing new skills in a team-oriented environment.

---

**Professional Experience**  

**IT Project Manager**  
Outsource Company  
February 2022 - Present  
- Manage projects from initiation through delivery, ensuring alignment with Agile practices.
- Utilize tools such as Slack, Trello, and Jira to facilitate team collaboration and workflow efficiency.
- Motivate teams, resolve conflicts, and drive problem-solving in both routine and stressful conditions.
- Maintain effective communication across all levels, fostering a cooperative and efficient work environment.

**Team Member**  
Radioaktivefilm  
Role: ""Best Service Production in the World""  
- Collaborated with international projects including the US Olympics Committee in Kyiv and major media outlets like BBC and Aljazeera.

**Top IT Recruiter in Ukraine (2015)**  
- Recognized as one of the ten most effective IT recruiters in Ukraine by developer portal DOUwa and job search service jinni.co.

---

**Education**  

- **SheCodes Basics**  
  Online Course in Coding, October 2022  
  Credential ID: 2cae7c4c6951922e89181950f7750d6e

- **DAO PM**  
  IAMP Online Course, March 2021

- **Pre Project Management Program**  
  MindsetPM, April 2019  
  Credential ID: PM-ONLINE-20190429-02

- **To Be a Manager**  
  MindsetPM, April 2019  
  Credential ID: 20190410-1629

---

**Skills**  
- Agile Practices  
- Project Planning and Management  
- Web and Mobile Development  
- Tools: Slack, Trello, Jira  
- Team Motivation and Conflict Resolution  
- Strong Communication Skills  
- Fluent in English

---

**Personal Attributes**  
- Quick Learner  
- Highly Responsible  
- Adaptable and Easygoing  
- Strong Decision-making  
- Sense of Humor  
- Committed to Team Development

---

**Objective**  
To enhance my skills as a Project Manager, engage in compelling projects, and contribute meaningfully to a team that feels like a second family."
266,"**[Your Name]**  
[Your Address]  
[City, State, ZIP]  
[Your Phone Number]  
[Your Email Address]  

---

**Objective**  
Experienced project manager seeking to leverage expertise in digital marketing and team management to drive sales and maximize ROI for [Target Company Name].

---

**Professional Experience**  

**Project Manager**  
[Company Name]  
[City, State] | [Month, Year] – Present  

- Spearheaded a targeted digital advertising campaign for an e-commerce company, resulting in significant ROI improvements. 
- Collaborated with marketing and sales teams to define objectives, ensuring alignment with specific sales targets and ROI goals.
- Conducted in-depth market research to identify and refine target demographics, enhancing customer segment targeting.
- Optimized campaigns across various channels including social media, search engines, and display networks for maximum impact.
- Provided comprehensive performance reports to stakeholders, focusing on critical metrics such as click-through rates, conversion rates, and ROI.
- Increased the company's average transaction value by 1.5 times through effective team management and client communication.
- Successfully maintained a client cooperation cycle exceeding 6 months on average.

---

**Skills**  

- Expertise in digital marketing and advertising strategies
- Strong project and team management abilities
- Proficient in analyzing performance metrics and data-driven decision making
- Excellent communication and collaboration skills

---

**Education**  

[Bachelor’s/Master’s Degree in Relevant Field]  
[University Name]  
[City, State] | [Year of Graduation]  

---

**Certifications**  

- [Relevant Certification]  
- [Relevant Certification]  

---

**References**  

Available upon request."
267,"Experienced TV Project Manager with expertise in news product development and team management, seeking opportunities in the IT sector. Adept at working under pressure with a strong focus on accuracy and open communication. Fluent in English.

Education & Certifications:
- Completed PM in IT course at Beetroot Academy
- Google Project Management Professional Certificate

Professional Experience:

Core Responsibilities:
- Managed, organized, and supervised a team of over 20 people
- Led and coordinated 4 projects simultaneously
- Prioritized, estimated, and delegated tasks effectively
- Maintained the entire news product lifecycle, from conceptualization through development to delivery
- Organized and facilitated planning meetings, daily stand-ups, and retrospectives
- Managed project documentation using Avid Newsroom Computer System, Google Spreadsheets, and Excel; reported to key stakeholders
- Handled change and risk management during project execution
- Oversaw live broadcast operations, collaborating closely with the technical support team
- Mentored TV presenters, both during live broadcasts and in planning sessions"
268,"EXPERIENCE:

EVNE Developers  
January 2023 - Present  
Junior Sales Manager  
- Search for potential leads on LinkedIn and other sources.  
- Analyze IT job descriptions on company websites.  
- Send messages to engage and qualify leads via LinkedIn and email.  
- Work with warm and cold audiences through correspondence and pre-sale activities.  
- Conduct market analysis and strategy development.  
- Negotiate with customers across various levels.  
- Coordinate projects, collecting client information, negotiating prices, and managing agreements.

Business Development Representative  
June 2022 - Present  
- Search for potential leads on LinkedIn and other sources.  
- Analyze IT job descriptions on company websites.  
- Send messages to engage and qualify leads via LinkedIn and email.  
- Conduct team introductions during business correspondence through LinkedIn and email.  
- Regular follow-up with leads.  
- Set up introductory calls with Account Executives.  
- Prepare company profiles for introductory calls.  
- Create detailed notes after introductory calls.  
- Maintain data in CRM (Salesforce).  
- Continuously expand knowledge in sales and IT.

Lead Generation Manager  
February 2022 - June 2022  
- Generate business leads through inbound and outbound approaches.  
- Attract and convert prospects into leads.  
- Foster effective communications with prospects through social media, such as LinkedIn.  
- Conduct in-depth research and analysis on potential or existing customers and markets.  
- Identify new markets and strategic directions.  
- Utilize cold email automation tools, including Snov.io.  
- Maintain daily CRM activities with HubSpot.  
- Collaborate closely with the Business Development Manager to implement lead generation plans.  
- Conduct thorough research of companies and contacts within target markets."
269,"**[Your Name]**  
[Your Address]  
[City, State, ZIP Code]  
[Your Phone Number]  
[Your Email Address]  

---

**Professional Summary**  
Results-driven project manager with over 3 years of experience in managing teams and implementing CRM systems. Proven track record in delivering successful e-commerce and corporate websites. Skilled in customer relations with over 7 years of experience. Proficient in HTML, CSS, PHP, and Bitrix24. Adept at working under pressure and meeting tight deadlines.

---

**Professional Experience**

**Project Manager**  
[Company Name]  
[Location, if relevant]  
[Dates]  

- Successfully spearheaded the implementation of a CRM system from scratch, enhancing company operations.
- Conducted comprehensive CRM training sessions for 13 partner companies, improving their operational efficiency.
- Led a team comprising a designer, two developers, and a tester across seven projects, ensuring timely project delivery.
- Released a total of seven websites, including three e-commerce and three corporate sites, and one landing page within seven months, with three converting from lead to project.
- Developed and designed project schemes from lead generation to release, enabling the company to make informed decisions.

---

**Technical Skills**

- CRM Systems: Experienced in Bitrix24
- Website Development: HTML, CSS, PHP, SQL
- Software: Microsoft Office Package

---

**Core Competencies**

- Project Management
- Team Leadership
- CRM Implementation
- Customer Relations
- Problem-solving under pressure

---

**Languages**

- Russian: Нe люблю заниматься холодными звонками. Люблю общаться с людьми, помогать придумывать фичи при создании сайтов или приложений, находить решения для возникших проблем.

---

**Education**

[Degree, if applicable]  
[Institution Name]  
[City, State]  
[Year of Graduation]

---

**References**

Available upon request."
